event_name,event_date,fighter1,fighter1_best,fighter1_avg,fighter2,fighter2_best,fighter2_avg
UFC,,Edmen Shahbazyan,1.294,1.294,Gerald Meerschaert,3.75,3.75
UFC,,Dennis Buzukja,2.5,2.5,Francis Marshall,1.562,1.562
UFC,,Jose Medina,5.8,5.8,Zach Reese,1.154,1.154
UFC,,James Llontop,2.88,2.88,Viacheslav Borshchev,1.444,1.444
UFC,,Jacqueline Cavalcanti,1.37,1.37,Josiane Nunes,3.2,3.2
UFC,,Jon Jones,1.179,1.179,Stipe Miocic,5.2,5.2
UFC,,Charles Oliveira,1.4,1.4,Michael Chandler,3.05,3.05
UFC,,Bo Nickal,1.091,1.091,Paul Craig,8.0,8.0
UFC,,Karine Silva,1.339,1.339,Viviane Araujo,3.4,3.4
UFC,,James Llontop,7.4,7.4,Mauricio Ruffy,1.105,1.105
UFC,,Jonathan Martinez,2.02,2.02,Marcus McGhee,1.847,1.847
UFC,,Chris Weidman,1.943,1.943,Eryk Anders,1.909,1.909
UFC,,Damon Jackson,1.465,1.465,Jim Miller,2.8,2.8
UFC,,David Onama,1.074,1.074,Roberto Romero,9.1,9.1
UFC,,Jhonata Diniz,1.893,1.893,Marcin Tybura,1.962,1.962
UFC,,Mickey Gall,1.575,1.575,Ramiz Brahimaj,2.46,2.46
UFC,,Bassil Hafez,3.4,3.4,Oban Elliott,1.339,1.339
UFC,,Grant Dawson,1.299,1.299,Rafa Garcia,3.7,3.7
UFC,,Alex Morono,3.0,3.0,Daniel Rodriguez,1.408,1.408
UFC,,Cj Vergara,3.5,3.5,Ramazan Temirov,1.323,1.323
UFC,,Jonathan Pearce,1.568,1.568,Pat Sabatini,2.48,2.48
UFC,,Abdul Razak Alhassan,,,Josh Fremd,,
UFC,,Niko Price,3.65,3.65,Themba Gorimbo,1.312,1.312
UFC,,Junior Tafa,1.417,1.417,Sean Sharaf,2.98,2.98
UFC,,Chris Barnett,,,Junior Tafa,,
UFC,,Cory McKenna,1.943,1.943,Julia Polastri,1.909,1.909
UFC,,Cody Haddon,1.602,1.602,Daniel Argueta,2.4,2.4
UFC,,Clayton Carpenter,1.455,1.455,Lucas Rocha,2.84,2.84
UFC,,Anthony Hernandez,1.676,1.676,Michel Pereira,2.26,2.26
UFC,,Kyler Phillips,1.169,1.169,Rob Font,5.4,5.4
UFC,,Charles Johnson,1.345,1.345,Sumudaerji Sumudaerji,3.35,3.35
UFC,,Cameron Smotherman,5.4,5.4,Jake Hadley,1.169,1.169
UFC,,Daniel Pineda,2.26,2.26,Darren Elkins,1.676,1.676
UFC,,Asu Almabayev,1.465,1.465,Matheus Nicolau,2.8,2.8
UFC,,Brad Katona,2.84,2.84,Jean Matsumoto,1.455,1.455
UFC,,Brady Hiestand,,,Jake Hadley,,
UFC,,Joselyne Edwards,1.4,1.4,Tamires Vidal,3.05,3.05
UFC,,Elise Reed,1.5,1.5,Jessica Penne,2.72,2.72
UFC,,Alice Ardelean,2.2,2.2,Melissa Martinez,1.704,1.704
UFC,,Austen Lane,4.15,4.15,Robelis Despaigne,1.25,1.25
UFC,,Belal Muhammad,,,Shavkat Rakhmonov,,
UFC,,Nick Diaz,,,Vicente Luque,,
UFC,,Alexandre Pantoja,1.488,1.488,Kai Asakura,2.72,2.72
UFC,,Ian Machado Garry,4.2,4.2,Shavkat Rakhmonov,1.217,1.217
UFC,,Alexander Volkov,3.9,3.9,Ciryl Gane,1.278,1.278
UFC,,Bryce Mitchell,1.118,1.118,Kron Gracie,6.9,6.9
UFC,,Dooho Choi,2.14,2.14,Nate Landwehr,1.746,1.746
UFC,,Anthony Smith,4.1,4.1,Dominick Reyes,1.222,1.222
UFC,,Themba Gorimbo,1.61,1.61,Vicente Luque,2.38,2.38
UFC,,Aljamain Sterling,2.94,2.94,Movsar Evloev,1.426,1.426
UFC,,Bryan Battle,1.526,1.526,Randy Brown,2.6,2.6
UFC,,Chris Weidman,1.893,1.893,Eryk Anders,1.962,1.962
UFC,,Cody Durden,2.48,2.48,Joshua van,1.568,1.568
UFC,,Max Griffin,2.22,2.22,Michael Chiesa,1.694,1.694
UFC,,Chase Hooper,1.083,1.083,Clay Guida,8.5,8.5
UFC,,Kennedy Nzechukwu,1.161,1.161,Lukasz Brzeski,5.6,5.6
UFC,,Jon Jones,,,Tom Aspinall,,
UFC,,Carlos Prates,1.122,1.122,Neil Magny,6.7,6.7
UFC,,Gerald Meerschaert,3.5,3.5,Reinier de Ridder,1.323,1.323
UFC,,Cortavious Romious,1.417,1.417,Gaston Bolanos,2.98,2.98
UFC,,Gillian Robertson,1.222,1.222,Luana Pinheiro,4.5,4.5
UFC,,Dusko Todorovic,4.7,4.7,Mansur Abdul-Malik,1.208,1.208
UFC,,Benardo Sopaj,,,Ricky Turcios,,
UFC,,Eduarda Moura,1.769,1.769,Veronica Hardy,2.1,2.1
UFC,,Deiveson Figueiredo,3.45,3.45,Petr Yan,1.333,1.333
UFC,,Tabatha Ricci,2.6,2.6,Xiaonan Yan,1.526,1.526
UFC,,Kenan Song,2.8,2.8,Muslim Salikhov,1.465,1.465
UFC,,Cong Wang,,,Gabriella Fernandes,,
UFC,,Gabriella Fernandes,7.4,7.4,Wang Cong,1.105,1.105
UFC,,Carlos Ulberg,1.364,1.364,Volkan Oezdemir,3.25,3.25
UFC,,Mingyang Zhang,,,Ozzy Diaz,,
UFC,,Ozzy Diaz,3.15,3.15,Zhang Mingyang,1.385,1.385
UFC,,Balgyn Jenisuly,,,Su Young You,,
UFC,,Baergeng Jieleyisi,2.84,2.84,Suyoung Yu,1.455,1.455
UFC,,Dong Hoon Choi,1.806,1.806,Kiru Sahota,2.06,2.06
UFC,,Feng Xiaocan,1.204,1.204,Shi Ming,4.8,4.8
UFC,,Ming Shi,,,Xiaocan Feng,,
UFC,,Carlos Hernandez,1.735,1.735,Nyamjargal Tumendemberel,2.16,2.16
UFC,,Jose Ochoa,3.6,3.6,Lone'er Kavanagh,1.312,1.312
UFC,,Long Xiao,,,Quang Le,,
UFC,,Quang Le,2.22,2.22,Xiao Long,1.694,1.694
UFC,,Maheshate Hayisaer,1.465,1.465,Nikolas Motta,2.8,2.8
UFC,,Bin Xie,,,Kangjie Zhu,,
UFC,,Islam Makhachev,1.083,1.083,Renato Moicano,8.5,8.5
UFC,,Arman Tsarukyan,,,Islam Makhachev,,
UFC,,Merab Dvalishvili,3.2,3.2,Umar Nurmagomedov,1.37,1.37
UFC,,Jailton Almeida,1.222,1.222,Serghei Spivac,4.5,4.5
UFC,,Beneil Dariush,,,Renato Moicano,,
UFC,,Kevin Holland,2.16,2.16,Reinier de Ridder,1.735,1.735
UFC,,Payton Talbott,1.083,1.083,Raoni Barcelos,8.5,8.5
UFC,,Azamat Bekoev,1.543,1.543,Zachary Reese,2.54,2.54
UFC,,Billy Elekana,4.3,4.3,Bogdan Guskov,1.238,1.238
UFC,,Sedriques Dumas,,,Zachary Reese,,
UFC,,Diego Ferreira,3.0,3.0,Grant Dawson,1.408,1.408
UFC,,Ailin Perez,3.05,3.05,Karol Rosa,1.408,1.408
UFC,,Muin Gafurov,6.3,6.3,Rinya Nakamura,1.133,1.133
UFC,,Jamahal Hill,1.833,1.833,Jiri Prochazka,2.02,2.02
UFC,,Leon Edwards,2.12,2.12,Sean Brady,1.758,1.758
UFC,,Carlos Ulberg,1.303,1.303,Jan Blachowicz,3.65,3.65
UFC,,Gunnar Nelson,1.794,1.794,Kevin Holland,2.08,2.08
UFC,,Alexia Thainara,1.444,1.444,Molly McCann,2.88,2.88
UFC,,Chris Duncan,3.65,3.65,Jordan Vucenic,1.303,1.303
UFC,,Morgan Charriere,1.862,1.862,Nathaniel Wood,1.98,1.98
UFC,,Chris Padilla,2.1,2.1,Jai Herbert,1.769,1.769
UFC,,Felipe Dos Santos,3.1,3.1,Lone'er Kavanagh,1.392,1.392
UFC,,Marcin Tybura,2.42,2.42,Mick Parkin,1.595,1.595
UFC,,Jack Della Maddalena,,,Leon Edwards,,
UFC,,Andrey Pulyaev,4.2,4.2,Christian Leroy Duncan,1.247,1.247
UFC,,Puja Tomar,2.76,2.76,Shauna Bannon,1.476,1.476
UFC,,Caolan Loughran,2.32,2.32,Nathan Fletcher,1.641,1.641
UFC,,Guram Kutateladze,1.286,1.286,Kaua Fernandes,3.8,3.8
UFC,,Israel Adesanya,1.633,1.633,Nassourdine Imavov,2.34,2.34
UFC,,Michael Page,2.64,2.64,Shara Magomedov,1.51,1.51
UFC,,Jairzinho Rozenstruik,3.6,3.6,Sergei Pavlovich,1.312,1.312
UFC,,Said Nurmagomedov,1.444,1.444,Vinicius Oliveira,2.88,2.88
UFC,,Fares Ziam,2.22,2.22,Mike Davis,1.694,1.694
UFC,,Andre Muniz,,,Ikram Aliskerov,,
UFC,,Abdul-Kareem Al-Selwady,,,Jordan Leavitt,,
UFC,,Kaan Ofli,4.1,4.1,Muhammad Naimov,1.256,1.256
UFC,,Shamil Gaziev,1.294,1.294,Thomas Petersen,3.75,3.75
UFC,,Damir Hadzovic,5.3,5.3,Terrance McKinney,1.169,1.169
UFC,,Jasmine Jasudavicius,1.4,1.4,Mayra Bueno Silva,3.05,3.05
UFC,,Bogdan Grad,2.08,2.08,Lucas Alexander,1.794,1.794
UFC,,Hamdy Abdelwahab,1.676,1.676,Jamal Pogues,2.26,2.26
UFC,,Abdul-Kareem Al-Selwady,,,Bolaji Oki,,
UFC,,Asu Almabaev,2.84,2.84,Manel Kape,1.455,1.455
UFC,,Cody Brundage,1.862,1.862,Julian Marquez,1.98,1.98
UFC,,Esteban Ribovics,1.385,1.385,Nasrat Haqparast,3.15,3.15
UFC,,Hyder Amil,2.76,2.76,William Gomis,1.476,1.476
UFC,,Danny Barlow,1.408,1.408,Sam Patterson,3.0,3.0
UFC,,Henry Cejudo,3.1,3.1,Song Yadong,1.392,1.392
UFC,,Anthony Hernandez,1.299,1.299,Brendan Allen,3.7,3.7
UFC,,Jean Matsumoto,1.5,1.5,Rob Font,2.68,2.68
UFC,,Jean Silva,1.204,1.204,Melsik Baghdasaryan,4.8,4.8
UFC,,Alonzo Menifield,1.426,1.426,Julius Walker,2.94,2.94
UFC,,Ibo Aslan,1.465,1.465,Ion Cutelaba,2.8,2.8
UFC,,Andre Fili,2.2,2.2,Melquizael Costa,1.704,1.704
UFC,,Mansur Abdul-Malik,1.074,1.074,Nick Klein,9.1,9.1
UFC,,Javid Basharat,1.385,1.385,Ricky Simon,3.15,3.15
UFC,,Austin Vanderford,2.02,2.02,Nikolay Veretennikov,1.833,1.833
UFC,,Eric McConico,3.6,3.6,Nursulton Ruziboev,1.312,1.312
UFC,,Modestas Bukauskas,1.364,1.364,Raffael Cerqueira,3.25,3.25
UFC,,Dominick Cruz,,,Rob Font,,
UFC,,Alexander Volkanovski,1.641,1.641,Diego Lopes,2.32,2.32
UFC,,Michael Chandler,2.42,2.42,Paddy Pimblett,1.595,1.595
UFC,,Patricio Freire,2.38,2.38,Yair Rodriguez,1.61,1.61
UFC,,Bryce Mitchell,2.72,2.72,Jean Silva,1.488,1.488
UFC,,Dominick Reyes,2.28,2.28,Nikita Krylov,1.658,1.658
UFC,,Dan Ige,2.62,2.62,Sean Woodson,1.515,1.515
UFC,,Virna Jandiroba,1.746,1.746,Yan Xiaonan,2.14,2.14
UFC,,Chase Hooper,1.125,1.125,Jim Miller,6.6,6.6
UFC,,Darren Elkins,3.3,3.3,Julian Erosa,1.357,1.357
UFC,,Justin Gaethje,2.3,2.3,Rafael Fiziev,1.649,1.649
UFC,,Alex Pereira,1.82,1.82,Magomed Ankalaev,2.04,2.04
UFC,,Ignacio Bahamondes,1.704,1.704,Jalin Turner,2.2,2.2
UFC,,Amanda Lemos,2.16,2.16,Iasmin Lucindo,1.735,1.735
UFC,,King Green,4.9,4.9,Mauricio Ruffy,1.196,1.196
UFC,,Joshua van,1.641,1.641,Rei Tsuruya,2.32,2.32
UFC,,Curtis Blaydes,1.303,1.303,Rizvan Kuniev,3.65,3.65
UFC,,Armen Petrosyan,1.769,1.769,Brunno Ferreira,2.1,2.1
UFC,,Alex Morono,6.3,6.3,Carlos Leal Miranda,1.133,1.133
UFC,,Francis Marshall,3.05,3.05,Mairon Santos,1.4,1.4
UFC,,Chris Gutierrez,1.909,1.909,John Castaneda,1.943,1.943
UFC,,Anshul Jubli,4.5,4.5,Quillan Salkilld,1.222,1.222
UFC,,Dricus Du Plessis,1.455,1.455,Sean Strickland,2.84,2.84
UFC,,Tatiana Suarez,1.685,1.685,Zhang Weili,2.24,2.24
UFC,,Justin Tafa,2.32,2.32,Tallison Teixeira,1.641,1.641
UFC,,Francisco Prado,3.0,3.0,Jake Matthews,1.408,1.408
UFC,,Jim Crute,2.24,2.24,Rodolfo Bellato,1.685,1.685
UFC,,Gabriel Santos,1.444,1.444,Jack Jenkins,2.88,2.88
UFC,,Tom Nolan,1.98,1.98,Viacheslav Borshchev,1.862,1.862
UFC,,Bruna Brasil,3.75,3.75,Cong Wang,1.286,1.286
UFC,,Aleksandre Topuria,1.303,1.303,Colby Thicknesse,3.65,3.65
UFC,,Kody Steele,1.286,1.286,Rongzhu,3.8,3.8
UFC,,Jonathan Micallef,2.8,2.8,Kevin Jousset,1.465,1.465
UFC,,Connor Matthews,5.6,5.6,Jose Delgado,1.161,1.161
UFC,,Angela Hill,1.893,1.893,Ketlen Souza,1.962,1.962
UFC,,Jesus Aguilar,5.6,5.6,Rafael Estevam,1.161,1.161
UFC,,Gabriel Bonfim,1.4,1.4,Khaos Williams,3.05,3.05
UFC,,Elijah Smith,1.82,1.82,Vince Morales,2.04,2.04
UFC,,Don'tale Mayes,3.65,3.65,Valter Walker,1.303,1.303
UFC,,Jacqueline Cavalcanti,1.139,1.139,Julia Avila,6.2,6.2
UFC,,Gregory Rodrigues,1.417,1.417,Jared Cannonier,2.94,2.94
UFC,,Calvin Kattar,4.5,4.5,Youssef Zalal,1.222,1.222
UFC,,Dylan Budka,6.2,6.2,Edmen Shahbazyan,1.139,1.139
UFC,,Ismael Bonfim,1.408,1.408,Nazim Sadykhov,3.0,3.0
UFC,,Andre Petroski,3.2,3.2,Rodolfo Vieira,1.37,1.37
UFC,,Austen Lane,5.2,5.2,Mario Pinto,1.182,1.182
UFC,,Chepe Mariscal,1.333,1.333,Ricardo Ramos,3.45,3.45
UFC,,Danny Silva,1.392,1.392,Lucas Almeida,3.05,3.05
UFC,,Andrea Lee,2.48,2.48,Jj Aldrich,1.568,1.568
UFC,,Charles Johnson,1.806,1.806,Ramazonbek Temirov,2.06,2.06
UFC,,Belal Muhammad,1.505,1.505,Jack Della Maddalena,2.66,2.66
UFC,,Manon Fiorot,1.746,1.746,Valentina Shevchenko,2.16,2.16
UFC,,Aiemann Zahabi,2.6,2.6,Jose Aldo,1.526,1.526
UFC,,Alexa Grasso,2.94,2.94,Natalia Silva,1.426,1.426
UFC,,Benoit Saint-Denis,1.071,1.071,Kyle Prepolec,9.3,9.3
UFC,,Charles Radtke,2.68,2.68,Mike Malott,1.5,1.5
UFC,,Jasmine Jasudavicius,1.364,1.364,Jessica Andrade,3.25,3.25
UFC,,Ion Cutelaba,1.909,1.909,Modestas Bukauskas,1.943,1.943
UFC,,Ivan Erslan,3.65,3.65,Navajo Stirling,1.303,1.303
UFC,,Michal Oleksiejczuk,1.526,1.526,Sedriques Dumas,2.6,2.6
UFC,,Mitch Raposo,2.22,2.22,Sumudaerji Sumudaerji,1.694,1.694
UFC,,Marco Tulio,1.182,1.182,Tresean Gore,5.1,5.1
UFC,,Hailey Cowan,2.9,2.9,Nora Cornolle,1.435,1.435
UFC,,Kevin Vallejos,1.196,1.196,Seung Woo Choi,4.9,4.9
UFC,,Brendson Ribeiro,4.4,4.4,Diyar Nurgozhay,1.233,1.233
UFC,,Ryan Spann,2.9,2.9,Waldo Cortes-Acosta,1.435,1.435
UFC,,Aj Cunningham,5.1,5.1,Su Young You,1.182,1.182
UFC,,Carlos Vera,6.6,6.6,Josias Musasa,1.13,1.13
UFC,,Sam Hughes,2.42,2.42,Stephanie Luciano,1.595,1.595
UFC,,Andre Lima,1.204,1.204,Daniel Barez,4.8,4.8
UFC,,Josiane Nunes,1.575,1.575,Priscila Cachoeira,2.46,2.46
UFC,,Carli Judice,1.323,1.323,Yuneisy Duben,3.5,3.5
UFC,,Carlos Prates,2.38,2.38,Ian Machado Garry,1.61,1.61
UFC,,Anthony Smith,3.95,3.95,Zhang Mingyang,1.27,1.27
UFC,,David Onama,1.505,1.505,Giga Chikadze,2.66,2.66
UFC,,Abus Magomedov,2.2,2.2,Michel Pereira,1.704,1.704
UFC,,Nicolas Dalby,3.6,3.6,Randy Brown,1.312,1.312
UFC,,Andre Muniz,4.4,4.4,Ikram Aliskerov,1.233,1.233
UFC,,Jimmy Flick,2.38,2.38,Matt Schnell,1.61,1.61
UFC,,Evan Elder,1.465,1.465,Gauge Young,2.8,2.8
UFC,,Chris Gutierrez,1.676,1.676,John Castaneda,2.26,2.26
UFC,,Damon Blackshear,,,Heili Alateng,,
UFC,,Alatengheili Alateng,4.85,4.85,Da'mon Blackshear,1.2,1.2
UFC,,Cory Sandhagen,1.192,1.192,Deiveson Figueiredo,5.0,5.0
UFC,,Bo Nickal,1.27,1.27,Reinier de Ridder,3.95,3.95
UFC,,Daniel Rodriguez,2.18,2.18,Santiago Ponzinibbio,1.725,1.725
UFC,,Daniel Marcos,2.88,2.88,Montel Jackson,1.444,1.444
UFC,,Cameron Smotherman,2.18,2.18,Serhiy Sidey,1.725,1.725
UFC,,Jeremy Stephens,5.6,5.6,Mason Jones,1.161,1.161
UFC,,Miesha Tate,1.658,1.658,Yana Santos,2.28,2.28
UFC,,Azamat Bekoev,1.303,1.303,Ryan Loder,3.65,3.65
UFC,,Gillian Robertson,1.37,1.37,Marina Rodriguez,3.2,3.2
UFC,,Gaston Bolanos,1.794,1.794,Quang Le,2.08,2.08
UFC,,Istela Nunes,7.1,7.1,Loma Lookboonmee,1.111,1.111
UFC,,Pedro Falcao,2.64,2.64,Victor Henry,1.505,1.505
UFC,,Martin Buday,1.595,1.595,Uran Satybaldiev,2.42,2.42
UFC,,Talita Alencar,1.962,1.962,Vanessa Demopoulos,1.893,1.893
UFC,,Merab Dvalishvili,1.4,1.4,Sean O'Malley,3.05,3.05
UFC,,Julianna Pena,6.0,6.0,Kayla Harrison,1.143,1.143
UFC,,Joe Pyfer,1.256,1.256,Kelvin Gastelum,4.1,4.1
UFC,,Mario Bautista,2.46,2.46,Patrick Mix,1.575,1.575
UFC,,Kevin Holland,1.556,1.556,Vicente Luque,2.52,2.52
UFC,,Bruno Silva,6.2,6.2,Joshua van,1.139,1.139
UFC,,Azamat Murzakanov,1.161,1.161,Brendson Ribeiro,5.6,5.6
UFC,,Serghei Spivac,1.595,1.595,Waldo Cortes-Acosta,2.42,2.42
UFC,,Andreas Gustafsson,2.58,2.58,Khaos Williams,1.532,1.532
UFC,,Dustin Poirier,1.962,1.962,Max Holloway,1.82,1.82
UFC,,Adam Fugitt,4.2,4.2,Islam Dulatov,1.217,1.217
UFC,,Brendan Allen,1.377,1.377,Marvin Vettori,3.0,3.0
UFC,,Gunnar Nelson,1.286,1.286,Neil Magny,3.55,3.55
UFC,,Dustin Stoltzfus,2.98,2.98,Nursulton Ruziboev,1.417,1.417
UFC,,Julian Erosa,2.38,2.38,Melquizael Costa,1.61,1.61
UFC,,Gabe Green,2.58,2.58,Matheus Camilo,1.532,1.532
UFC,,Jared Gordon,1.833,1.833,Thiago Moises,2.02,2.02
UFC,,Connor Matthews,5.6,5.6,Yadier Delvalle,1.161,1.161
UFC,,Luana Santos,1.562,1.562,Tainara Lisboa,2.5,2.5
UFC,,Denise Gomes,1.169,1.169,Elise Reed,5.3,5.3
UFC,,Carlos Hernandez,2.62,2.62,Hyun Sung Park,1.515,1.515
UFC,,Luana Pinheiro,3.6,3.6,Tecia Pennington,1.312,1.312
UFC,,Gilbert Burns,4.7,4.7,Michael Morales,1.208,1.208
UFC,,Paul Craig,4.15,4.15,Rodolfo Bellato,1.25,1.25
UFC,,Mairon Santos,1.676,1.676,Sodiq Yusuff,2.26,2.26
UFC,,Reinier de Ridder,2.28,2.28,Robert Whittaker,1.658,1.658
UFC,,Marcus McGhee,3.8,3.8,Petr Yan,1.286,1.286
UFC,,Marc-Andre Barriault,5.8,5.8,Sharabutdin Magomedov,1.154,1.154
UFC,,Asu Almabaev,1.926,1.926,Jose Ochoa,1.926,1.926
UFC,,Bogdan Guskov,2.64,2.64,Nikita Krylov,1.51,1.51
UFC,,Bryce Mitchell,1.694,1.694,Said Nurmagomedov,2.24,2.24
UFC,,Carlos Leal Miranda,1.204,1.204,Muslim Salikhov,4.8,4.8
UFC,,Da'mon Blackshear,1.256,1.256,Davey Grant,4.1,4.1
UFC,,Amanda Ribas,1.562,1.562,Tabatha Ricci,2.5,2.5
UFC,,Billy Elekana,3.35,3.35,Ibo Aslan,1.345,1.345
UFC,,Mohammad Yahya,3.6,3.6,Steven Nguyen,1.312,1.312
UFC,,Marcus Buchecha,1.392,1.392,Martin Buday,3.1,3.1
UFC,,Charles Oliveira,4.2,4.2,Ilia Topuria,1.247,1.247
UFC,,Alexandre Pantoja,1.4,1.4,Kai Kara-France,3.05,3.05
UFC,,Felipe Lima,1.575,1.575,Payton Talbott,2.46,2.46
UFC,,Beneil Dariush,1.893,1.893,Renato Moicano,1.962,1.962
UFC,,Brandon Royval,2.02,2.02,Joshua van,1.833,1.833
UFC,,Hyder Amil,2.16,2.16,Jose Delgado,1.735,1.735
UFC,,Gregory Rodrigues,1.488,1.488,Jack Hermansson,2.72,2.72
UFC,,Terrance McKinney,1.581,1.581,Viacheslav Borshchev,2.44,2.44
UFC,,Tracy Cortez,1.476,1.476,Viviane Araujo,2.76,2.76
UFC,,Jacobe Smith,1.045,1.045,Niko Price,12.0,12.0
UFC,,Alvin Hines,4.6,4.6,Jhonata Diniz,1.217,1.217
UFC,,Jordan Leavitt,1.435,1.435,Kurt Holobaugh,2.9,2.9
UFC,,Bolaji Oki,1.161,1.161,Michael Aswell,5.6,5.6
UFC,,Alice Ardelean,2.76,2.76,Rayanne Dos Santos,1.476,1.476
UFC,,Erin Blanchfield,1.408,1.408,Maycee Barber,3.0,3.0
UFC,,Ludovit Klein,2.3,2.3,Mateusz Gamrot,1.649,1.649
UFC,,Billy Ray Goff,1.247,1.247,Ramiz Brahimaj,4.2,4.2
UFC,,Bruno Lopes,2.62,2.62,Dustin Jacoby,1.515,1.515
UFC,,Ketlen Vieira,2.22,2.22,Macy Chiasson,1.694,1.694
UFC,,Dusko Todorovic,2.76,2.76,Zach Reese,1.476,1.476
UFC,,Allan Nascimento,1.833,1.833,Jafel Filho,2.02,2.02
UFC Fight Night: Albazi vs Taira Odds,,Hyun Sung Park,3.7,3.7,Tatsuro Taira,1.299,1.299
UFC Fight Night: Albazi vs Taira Odds,,Chris Duncan,2.98,2.98,Mateusz Rebecki,1.417,1.417
UFC Fight Night: Albazi vs Taira Odds,,Elves Brener,3.15,3.15,Esteban Ribovics,1.385,1.385
UFC Fight Night: Albazi vs Taira Odds,,Karol Rosa,1.633,1.633,Nora Cornolle,2.32,2.32
UFC Fight Night: Albazi vs Taira Odds,,Elizeu Zaleski,1.633,1.633,Neil Magny,2.34,2.34
UFC Fight Night: Albazi vs Taira Odds,,Danny Silva,4.0,4.0,Kevin Vallejos,1.267,1.267
UFC Fight Night: Albazi vs Taira Odds,,Andrey Pulyaev,1.794,1.794,Nick Klein,2.08,2.08
UFC Fight Night: Albazi vs Taira Odds,,Austin Bashi,1.087,1.087,John Yannis,8.3,8.3
UFC Fight Night: Albazi vs Taira Odds,,Felipe Bunes,5.9,5.9,Rafael Estevam,1.149,1.149
UFC Fight Night: Albazi vs Taira Odds,,Ketlen Souza,3.1,3.1,Piera Rodriguez,1.392,1.392
UFC Fight Night: Albazi vs Taira Odds,,Amir Albazi,,,Tatsuro Taira,,
UFC,,Nathan Fletcher,3.9,3.9,Rinya Nakamura,1.278,1.278
UFC,,Rodolfo Vieira,1.426,1.426,Tresean Gore,2.94,2.94
UFC,,Johnny Walker,3.95,3.95,Zhang Mingyang,1.27,1.27
UFC,,Aljamain Stirling,1.204,1.204,Brian Ortega,4.8,4.8
UFC,,Sergei Pavlovich,1.385,1.385,Waldo Cortes-Acosta,3.15,3.15
UFC,,Kevin Borjas,2.42,2.42,Sumudaerji Sumudaerji,1.595,1.595
UFC,,Kiefer Crosbie,4.9,4.9,Taiyilake Nueraji,1.196,1.196
UFC,,Gauge Young,1.725,1.725,Maheshate,2.18,2.18
UFC,,Charles Johnson,3.05,3.05,Lone'er Kavanagh,1.4,1.4
UFC,,Austin Hubbard,3.4,3.4,Rongzhu,1.339,1.339
UFC,,Kyle Daukaus,3.0,3.0,Michel Pereira,1.408,1.408
UFC,,Westin Wilson,7.4,7.4,Yizha,1.105,1.105
UFC,,Long Xiao,,,Su Young You,,
UFC,,Suyoung You,1.735,1.735,Xiao Long,2.18,2.18
UFC,,Diyar Nurgozhay,1.862,1.862,Uran Satybaldiev,1.98,1.98
UFC,,Bruna Brasil,,,Ming Shi,,
UFC,,Nyamjargal Tumendemberel,,,Terrance Saeteurn,,
UFC,,Ren Yawei,,,Sangwook Kim,,
UFC,,Charles Oliveira,1.926,1.926,Mateusz Gamrot,1.926,1.926
UFC,,Deiveson Figueiredo,3.65,3.65,Montel Jackson,1.303,1.303
UFC,,Joel Alvarez,1.154,1.154,Vicente Luque,5.1,5.1
UFC,,Merab Dvalishvili,1.267,1.267,Petr Yan,4.0,4.0
UFC,,Alexandre Pantoja,1.476,1.476,Joshua van,2.76,2.76
UFC,,Brandon Moreno,1.98,1.98,Tatsuro Taira,1.862,1.862
UFC,,Henry Cejudo,3.05,3.05,Payton Talbott,1.4,1.4
UFC,,Bogdan Guskov,1.794,1.794,Jan Blachowicz,2.08,2.08
UFC,,Grant Dawson,1.37,1.37,Manuel Torres,3.2,3.2
UFC,,Chris Duncan,1.794,1.794,Terrance McKinney,2.08,2.08
UFC,,Karine Silva,2.84,2.84,Maycee Barber,1.455,1.455
UFC,,Fares Ziam,1.532,1.532,Nazim Sadykhov,2.58,2.58
UFC,,Brunno Ferreira,2.08,2.08,Marvin Vettori,1.769,1.769
UFC,,Edson Barboza,4.6,4.6,Jalin Turner,1.217,1.217
UFC,,Ibo Aslan,2.8,2.8,Iwo Baraniewski,1.465,1.465
UFC,,Justin Gaethje,3.0,3.0,Paddy Pimblett,1.408,1.408
UFC,,Sean Omalley,1.444,1.444,Song Yadong,2.88,2.88
UFC,,Derrick Lewis,3.7,3.7,Waldo Cortes-Acosta,1.299,1.299
UFC,,Natalia Silva,1.303,1.303,Rose Namajunas,3.65,3.65
UFC,,Arnold Allen,2.84,2.84,Jean Silva,1.455,1.455
UFC,,Deiveson Figueiredo,9.7,9.7,Umar Nurmagomedov,1.067,1.067
UFC,,Andrey Pulyaev,7.6,7.6,Ateba Gautier,1.1,1.1
UFC,,Modestas Bukauskas,1.758,1.758,Nikita Krylov,2.12,2.12
UFC,,Alex Perez,2.54,2.54,Charles Johson,1.543,1.543
UFC,,Amanda Nunes,2.58,2.58,Kayla Harrison,1.488,1.488
UFC,,Alexander Volkanovski,1.617,1.617,Diego Lopes,2.36,2.36
UFC,,Benoit Saint Denis,1.25,1.25,Dan Hooker,4.1,4.1
UFC,,Mauricio Ruffy,2.06,2.06,Rafael Fiziev,1.806,1.806
UFC,,Tai Tuivasa,3.45,3.45,Tallison Teixeira,1.333,1.333
UFC,,Jamie Mullarkey,8.0,8.0,Quillan Salkilld,1.091,1.091
UFC,,Billy Elekana,1.37,1.37,Junior Tafa,3.2,3.2
UFC,,Cam Rowston,1.278,1.278,Cody Brundage,3.9,3.9
